dbn,school_name,boro,primary_address_line_1,city,state_code,zip,Location 1,start_time,end_time
02M413,School of the Future High School,Manhattan,127 East 22 Street,New York,NY,10010,"127 East 22 Street
New York, NY 10010
(40.73894888600046, -73.98540517199967)",08:35:00,15:10:00
20K445,New Utrecht High School,Brooklyn,1601 80 Street,Brooklyn,NY,11214,"1601 80 Street
Brooklyn, NY 11214
(40.61342449400047, -74.00365376599967)",08:00:00,15:00:00
19K504,High School for Civil Rights,Brooklyn,400 Pennsylvania Avenue,Brooklyn,NY,11207,"400 Pennsylvania Avenue
Brooklyn, NY 11207
(40.66755311100047, -73.89480053699964)",08:00:00,15:15:00
01M448,University Neighborhood High School,Manhattan,200 Monroe Street,New York,NY,10002,"200 Monroe Street
New York, NY 10002
(40.7123318510005, -73.98479662499966)",08:15:00,15:15:00
28Q690,High School for Law Enforcement and Public Safety,Queens,116-25 Guy R Brewer Boulevard,Jamaica,NY,11434,"116-25 Guy R Brewer Boulevard
Jamaica, NY 11434
(40.68617808300047, -73.78408297499965)",08:00:00,15:00:00
29Q326,Cambria Heights Academy,Queens,188-04 91St Avenue,Hollis,NY,11423,"188-04 91St Avenue
Hollis, NY 11423
(40.71181822000045, -73.77119187599965)",09:00:00,16:00:00
03M859,Special Music School,Manhattan,122 Amsterdam Avenue,New York,NY,10023,"122 Amsterdam Avenue
New York, NY 10023
(40.77429641100048, -73.98482270099964)",08:00:00,14:30:00
02M376,NYC iSchool,Manhattan,131 Avenue Of The Americas,New York,NY,10013,"131 Avenue Of The Americas
New York, NY 10013
(40.72435287400049, -74.00475929199968)",09:00:00,16:00:00
13K483,The Urban Assembly School for Law and Justice,Brooklyn,283 Adams Street,Brooklyn,NY,11201,"283 Adams Street
Brooklyn, NY 11201
(40.69462011900049, -73.98862394499963)",08:40:00,15:40:00
19K507,Performing Arts and Technology High School,Brooklyn,400 Pennsylvania Avenue,Brooklyn,NY,11207,"400 Pennsylvania Avenue
Brooklyn, NY 11207
(40.66755311100047, -73.89480053699964)",08:05:00,15:00:00
04M372,ESPERANZA PREPARATORY ACADEMY,Manhattan,240 East 109 Street,New York,NY,10029,"240 East 109 Street
New York, NY 10029
(40.793072777000475, -73.94235655799963)",08:00:00,15:00:00
10X565,High School for Energy and Technology,Bronx,2474 Crotona Avenue,Bronx,NY,10458,"2474 Crotona Avenue
Bronx, NY 10458
(40.85592271000047, -73.88257897999966)",08:00:00,15:45:00
02M419,Landmark High School,Manhattan,351 West 18 Street,New York,NY,10011,"351 West 18 Street
New York, NY 10011
(40.74288810100046, -74.00212738099964)",08:45:00,15:20:00
14K561,Williamsburg Preparatory School,Brooklyn,257 North 6 Street,Brooklyn,NY,11211,"257 North 6 Street
Brooklyn, NY 11211
(40.71503755100048, -73.95464995899965)",08:15:00,15:15:00
08X282,Women's Academy of Excellence,Bronx,456 White Plains Road,Bronx,NY,10473,"456 White Plains Road
Bronx, NY 10473
(40.814918340000474, -73.85656553499967)",08:30:00,14:45:00
21K559,Life Academy High School for Film and Music,Brooklyn,2630 Benson Avenue,Brooklyn,NY,11214,"2630 Benson Avenue
Brooklyn, NY 11214
(40.59359381100046, -73.98472923199967)",08:15:00,15:00:00
08X269,Bronx Studio School for Writers and Artists,Bronx,928 Simpson Street,Bronx,NY,10459,"928 Simpson Street
Bronx, NY 10459
(40.820623637000494, -73.89307351899964)",08:20:00,15:20:00
25Q285,World Journalism Preparatory: A College Board School,Queens,34-65 192 Street,Flushing,NY,11358,"34-65 192 Street
Flushing, NY 11358
(40.76512327300048, -73.79005967599966)",08:00:00,15:00:00
15K519,Cobble Hill School of American Studies,Brooklyn,347 Baltic Street,Brooklyn,NY,11201,"347 Baltic Street
Brooklyn, NY 11201
(40.68457913700047, -73.99109316299968)",08:00:00,15:00:00
24Q530,International High School at LaGuardia Community College,Queens,45-35 Van Dam Street,Long Island City,NY,11101,"45-35 Van Dam Street
Long Island City, NY 11101
(40.744149536000464, -73.93362674099967)",08:00:00,15:30:00
29Q248,Queens Preparatory Academy,Queens,143-10 Springfield Boulevard,Springfield Gardens,NY,11413,"143-10 Springfield Boulevard
Springfield Gardens, NY 11413
(40.66823228800047, -73.75683989399965)",08:10:00,14:57:00
